,sbj_ID,Age,Gender,Education,L1,L2,L3,L4,otherLs,task,AoAL1,AoAL2,AoAL3,AoAL4,AoAgioL1,AoAgioL2,AoAgioL3,AoAgioL4,anniInstrL1,anniInstrL2,anniInstrL3,anniInstrL4,anniPaeseL1,anniPaeseL2,anniPaeseL3,anniPaeseL4,anniFamigliaL1,anniFamigliaL2,anniFamigliaL3,anniFamigliaL4,anniLavoroL1,anniLavoroL2,anniLavoroL3,anniLavoroL4,PercAmiciL1,PercAmiciL2,PercAmiciL3,PercAmiciL4,PercFamigliaL1,PercFamigliaL2,PercFamigliaL3,PercFamigliaL4,PercLavoroL1,PercLavoroL2,PercLavoroL3,PercLavoroL4,PercStessoL1,PercStessoL2,PercStessoL3,PercStessoL4,PercCalcoliL1,PercCalcoliL2,PercCalcoliL3,PercCalcoliL4,ProfParlaL1,ProfParlaL2,ProfParlaL3,ProfParlaL4,ProfCapisceL1,ProfCapisceL2,ProfCapisceL3,ProfCapisceL4,ProfLeggeL1,ProfLeggeL2,ProfLeggeL3,ProfLeggeL4,AttentionL1,AttentionL2,AttentionL3,AttentionL4,ProfScriveL1,ProfScriveL2,ProfScriveL3,ProfScriveL4,AttMiStessoL1,AttMiStessoL2,AttMiStessoL3,AttMiStessoL4,AttCulturaL1,AttCulturaL2,AttCulturaL3,AttCulturaL4,AttLivNativoL1,AttLivNativoL2,AttLivNativoL3,AttLivNativoL4,AttMadrelinguaL1,AttMadrelinguaL2,AttMadrelinguaL3,AttMadrelinguaL4,HistoryL1Score,HistoryL2Score,HistoryL3Score,HistoryL4Score,UseL1Score,UseL2Score,UseL3Score,UseL4Score,ProficiencyL1Score,ProficiencyL2Score,ProficiencyL3Score,ProficiencyL4Score,AttitudeL1Score,AttitudeL2Score,AttitudeL3Score,AttitudeL4Score,L1Score,L2Score,L3Score,L4Score,AoEaseL1,AoEaseL2,yearsEduL1,yearsEduL2,yearsCountryL1,yearsCountryL2,yearsFamilyL1,yearsFamilyL2,yearsWorkL1,yearsWorkL2,PercFriendsL1,PercFriendsL2,PercFamilyL1,PercFamilyL2,PercWorkL1,PercWorkL2,PercSelfL1,PercSelfL2,PercCountL1,PercCountL2,ProfSpeakL1,ProfSpeakL2,ProfUnderstandL1,ProfUnderstandL2,ProfReadL1,ProfReadL2,ProfWriteL1,ProfWriteL2,AttSelfL1,AttSelfL2,AttCultureL1,AttCultureL2,AttNativeLevelL1,AttNativeLevelL2,AttMothertongueL1,AttMothertongueL2,AoEaseL3,AoEaseL4,yearsEduL3,yearsEduL4,yearsCountryL3,yearsCountryL4,yearsFamilyL3,yearsFamilyL4,yearsWorkL3,yearsWorkL4,PercFriendsL3,PercFriendsL4,PercFamilyL3,PercFamilyL4,PercWorkL3,PercWorkL4,PercSelfL3,PercSelfL4,PercCountL3,PercCountL4,ProfSpeakL3,ProfSpeakL4,ProfUnderstandL3,ProfUnderstandL4,ProfReadL3,ProfReadL4,ProfWriteL3,ProfWriteL4,AttSelfL3,AttSelfL4,AttCultureL3,AttCultureL4,AttNativeLevelL3,AttNativeLevelL4,AttMothertongueL3,AttMothertongueL4
0,5f99cee5a2a7d109a1624e10,20,Woman,College,Portuguese,English,n/a,n/a,no,BLP,20,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,53.118,14.074,0.0,0.0,41.42,13.080000000000002,0.0,0.0,54.480000000000004,45.4,0.0,0.0,54.480000000000004,47.67,0.0,0.0,203.49800000000005,120.224,0.0,0.0,20.0,7.0,17.0,10.0,20.0,0.0,20.0,0.0,20.0,0.0,8.0,2.0,9.0,1.0,7.0,3.0,7.0,3.0,7.0,3.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5fa4258658811d03fbc6ce8b,23,Woman,College,Polish,English,German,Spanish,no,BLP,20,17.0,11.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,true,true,,,,,,,,,,,,,,,,,,,,,43.13,23.154,15.436,6.356,41.42,11.99,11.99,0.0,54.480000000000004,54.480000000000004,47.67,36.32,27.240000000000002,47.67,29.51,36.32,166.27000000000004,137.29399999999998,104.60600000000001,78.99600000000001,20.0,15.0,12.0,16.0,20.0,0.0,20.0,0.0,3.0,3.0,8.0,2.0,10.0,0.0,3.0,7.0,7.0,2.0,10.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,0.0,4.0,3.0,5.0,6.0,6.0,7.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,6.0,4.0,6.0,6.0,4.0,3.0,1.0,3.0,1.0,5.0,5.0,4.0,6.0,4.0
0,5fa4725a186c050edc3bcc20,20,Man,HighSchool,Polish,English,n/a,n/a,No,BLP,20,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,50.848,17.252,0.0,0.0,51.230000000000004,3.2700000000000005,0.0,0.0,54.480000000000004,45.4,0.0,0.0,54.480000000000004,15.89,0.0,0.0,211.038,81.812,0.0,0.0,20.0,13.0,12.0,12.0,20.0,0.0,20.0,0.0,20.0,0.0,9.0,1.0,10.0,0.0,10.0,0.0,8.0,2.0,10.0,0.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,3.0,6.0,0.0,6.0,4.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5fa5793490f10705755818c0,22,Man,Masters,Portuguese,English,n/a,n/a,n/a,BLP,20,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,50.848,7.718,0.0,0.0,45.78,8.72,0.0,0.0,54.480000000000004,40.86,0.0,0.0,54.480000000000004,15.89,0.0,0.0,205.58800000000002,73.188,0.0,0.0,20.0,0.0,12.0,9.0,20.0,0.0,20.0,0.0,20.0,1.0,8.0,2.0,10.0,0.0,6.0,4.0,9.0,1.0,9.0,1.0,6.0,4.0,6.0,5.0,6.0,5.0,6.0,4.0,6.0,2.0,6.0,1.0,6.0,2.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5fa59d4d5a29c90da975efe9,21,Man,College,Portuguese,English,Spanish,n/a,no,BLP,20,13.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,true,,,,,,,,,,,,,,,,,,,,,,51.756,15.436,7.718,0.0,49.050000000000004,5.45,10.9,0.0,54.480000000000004,54.480000000000004,24.97,0.0,54.480000000000004,54.480000000000004,20.43,0.0,209.76600000000002,129.846,64.018,0.0,20.0,9.0,14.0,6.0,20.0,0.0,20.0,0.0,20.0,6.0,9.0,1.0,10.0,0.0,9.0,1.0,7.0,3.0,10.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,,4.0,,3.0,,1.0,,2.0,,3.0,,2.0,,2.0,
0,5fb3f38909fc360164f7c98d,23,Donna,Uni,Portoghese,Inglese,Francese,Spagnolo,Italiano,BLP,20,16.0,8.0,5.0,20.0,10.0,6.0,5.0,18.0,13.0,3.0,5.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,8.0,1.0,1.0,0.0,10.0,0.0,0.0,0.0,6.0,5.0,2.0,4.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,true,true,true,true,6.0,6.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,4.0,2.0,6.0,6.0,4.0,1.0,53.572,17.706,7.718,6.8100000000000005,46.870000000000005,6.540000000000001,1.09,0.0,54.480000000000004,52.21,34.05,43.13,54.480000000000004,54.480000000000004,45.4,29.51,209.40200000000004,130.936,88.258,79.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5fb7b8880045d6396a86c803,22,Uomo,Uni,italiano,inglese,n/a,n/a,n/a,BLP,20,14.0,,,20.0,4.0,,,13.0,16.0,,,20.0,11.0,,,8.0,6.0,,,4.0,5.0,,,10.0,5.0,,,10.0,0.0,,,10.0,0.0,,,9.0,1.0,,,9.0,1.0,,,6.0,4.0,,,6.0,4.0,,,6.0,4.0,,,true,true,,,6.0,4.0,,,6.0,4.0,,,6.0,3.0,,,6.0,3.0,,,6.0,4.0,,,38.59,25.424,0.0,0.0,52.32000000000001,7.630000000000001,0.0,0.0,54.480000000000004,36.32,0.0,0.0,54.480000000000004,31.78,0.0,0.0,199.87,101.154,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5fbbdd11ff4568d9cc3536fb,21,Woman,HighSchool,Danish,English,n/a,n/a,Only very little spanish,BLP,20,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,42.676,14.528,0.0,0.0,45.78,8.72,0.0,0.0,54.480000000000004,54.480000000000004,0.0,0.0,54.480000000000004,45.4,0.0,0.0,197.416,123.12800000000001,0.0,0.0,20.0,8.0,12.0,9.0,20.0,0.0,20.0,0.0,2.0,1.0,8.0,2.0,9.0,1.0,9.0,1.0,7.0,3.0,9.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,4.0,6.0,6.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5fc2d2d79da439201ab6addc,23,Woman,College,Greek,English,French,n/a,No,BLP,20,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,true,,,,,,,,,,,,,,,,,,,,,,53.572,16.344,14.074,0.0,49.050000000000004,5.45,10.9,0.0,52.21,36.32,22.7,0.0,52.21,38.59,22.7,0.0,207.04200000000003,96.70400000000001,70.374,0.0,20.0,8.0,18.0,10.0,20.0,0.0,20.0,0.0,20.0,4.0,7.0,3.0,10.0,0.0,9.0,1.0,9.0,1.0,10.0,0.0,6.0,4.0,6.0,4.0,6.0,4.0,5.0,4.0,6.0,2.0,5.0,3.0,6.0,6.0,6.0,6.0,7.0,,10.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,,2.0,,3.0,,3.0,,1.0,,3.0,,3.0,,3.0,
0,5fc44d83862e3e79b02e0438,21,Man,PlusCollege,Spanish,English,Japanese,n/a,n/a,BLP,20,15.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,true,,,,,,,,,,,,,,,,,,,,,,50.848,16.798000000000002,1.362,0.0,42.510000000000005,9.81,13.080000000000002,0.0,54.480000000000004,54.480000000000004,20.43,0.0,40.86,31.78,22.7,0.0,188.69800000000004,112.86800000000001,57.572,0.0,20.0,10.0,12.0,12.0,20.0,0.0,20.0,0.0,20.0,0.0,9.0,1.0,10.0,0.0,9.0,1.0,4.0,5.0,7.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,6.0,6.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,,1.0,,2.0,,3.0,,3.0,,1.0,,2.0,,2.0,,6.0,,0.0,
0,5fc65d9cc4575b0b47981de8,23,Man,PlusCollege,Polish,English,n/a,n/a,No,BLP,20,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,43.13,14.528,0.0,0.0,52.32000000000001,2.18,0.0,0.0,52.21,36.32,0.0,0.0,54.480000000000004,36.32,0.0,0.0,202.14000000000004,89.34800000000001,0.0,0.0,20.0,6.0,14.0,12.0,20.0,0.0,20.0,0.0,1.0,1.0,10.0,0.0,10.0,0.0,8.0,2.0,10.0,0.0,10.0,0.0,6.0,3.0,5.0,4.0,6.0,5.0,6.0,4.0,6.0,2.0,6.0,2.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5fc781689771f106330abf6a,23,Woman,College,Slovene,Enlish,n/a,n/a,no,BLP,20,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,44.946,36.774,0.0,0.0,46.870000000000005,7.630000000000001,0.0,0.0,54.480000000000004,47.67,0.0,0.0,54.480000000000004,31.78,0.0,0.0,200.776,123.85400000000001,0.0,0.0,20.0,10.0,17.0,14.0,20.0,20.0,20.0,20.0,2.0,2.0,9.0,1.0,9.0,1.0,7.0,3.0,9.0,1.0,9.0,1.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,4.0,6.0,3.0,6.0,3.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5fd0c81fc79aef1882cbee94,23,Man,MinusCollege,Polish,English,n/a,n/a,No,BLP,20,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,44.946,19.976,0.0,0.0,41.42,13.080000000000002,0.0,0.0,54.480000000000004,49.94,0.0,0.0,49.94,47.67,0.0,0.0,190.786,130.666,0.0,0.0,20.0,10.0,16.0,16.0,20.0,1.0,20.0,0.0,3.0,1.0,8.0,2.0,10.0,0.0,6.0,4.0,5.0,5.0,9.0,1.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5fd2416e5061f30735e202e9,22,Man,College,Polish,English,Spanish,n/a,no,BLP,20,14.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,true,,,,,,,,,,,,,,,,,,,,,,52.664,17.252,1.816,0.0,53.410000000000004,1.09,10.9,0.0,54.480000000000004,52.21,13.620000000000001,0.0,54.480000000000004,49.94,45.4,0.0,215.03400000000005,120.49199999999999,71.736,0.0,20.0,8.0,16.0,16.0,20.0,0.0,20.0,0.0,20.0,0.0,9.0,1.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,,2.0,,2.0,,1.0,,3.0,,5.0,,6.0,,6.0,
0,5fd69a0014c3b25ee539f66b,23,Woman,College,portuguese,english,spanish,french,no,BLP,20,13.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,true,true,,,,,,,,,,,,,,,,,,,,,52.664,16.344,9.988,8.626,46.870000000000005,1.09,9.81,0.0,54.480000000000004,52.21,49.94,34.05,54.480000000000004,34.05,27.240000000000002,22.7,208.49400000000003,103.694,96.97800000000001,65.37599999999999,18.0,12.0,18.0,10.0,20.0,0.0,20.0,0.0,20.0,1.0,9.0,0.0,8.0,1.0,10.0,0.0,7.0,0.0,9.0,0.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,3.0,6.0,2.0,8.0,6.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,6.0,4.0,6.0,4.0,6.0,4.0,3.0,1.0,6.0,6.0,3.0,3.0,0.0,0.0
0,5fd9c5c67fa7c74ec42bb318,23,Man,Masters,polish,eanglish,german,russian,no,BLP,20,10.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,true,true,,,,,,,,,,,,,,,,,,,,,50.848,15.89,8.172,6.8100000000000005,39.24,14.170000000000002,10.9,0.0,52.21,40.86,29.51,18.16,36.32,29.51,31.78,31.78,178.618,100.43,80.36200000000001,56.75,20.0,8.0,12.0,12.0,20.0,0.0,20.0,0.0,20.0,5.0,6.0,3.0,9.0,1.0,5.0,5.0,7.0,3.0,9.0,1.0,6.0,4.0,6.0,5.0,6.0,5.0,5.0,4.0,6.0,2.0,1.0,4.0,4.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,1.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,5.0
0,5fdbf74c5474cd11e39eeaf3,23,Woman,College,english,german,italian,spanish,no,BLP,20,19.0,9.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,true,true,,,,,,,,,,,,,,,,,,,,,54.480000000000004,26.786,10.896,3.178,52.32000000000001,1.09,9.81,0.0,52.21,52.21,22.7,0.0,54.480000000000004,49.94,45.4,6.8100000000000005,213.49,130.026,88.80600000000001,9.988,20.0,20.0,20.0,20.0,20.0,0.0,20.0,0.0,20.0,0.0,10.0,0.0,9.0,0.0,9.0,1.0,10.0,0.0,10.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,4.0,1.0,6.0,0.0,4.0,0.0,6.0,2.0
0,5fdf808af53c7a7e9199b430,24,Man,PlusCollege,polish,n/a,n/a,n/a,english,BLP,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,47.67,0.0,0.0,0.0,53.410000000000004,0.0,0.0,0.0,54.480000000000004,0.0,0.0,0.0,43.13,0.0,0.0,0.0,198.69,0.0,0.0,0.0,20.0,,20.0,,20.0,,20.0,,5.0,,9.0,,10.0,,10.0,,10.0,,10.0,,6.0,,6.0,,6.0,,6.0,,6.0,,5.0,,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5fe2308a91773957e88b89be,23,Woman,MinusCollege,Portuguese,English ,n/a,n/a,no,BLP,20,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,50.848,20.43,0.0,0.0,50.14,3.2700000000000005,0.0,0.0,54.480000000000004,36.32,0.0,0.0,52.21,22.7,0.0,0.0,207.67800000000003,82.72,0.0,0.0,20.0,13.0,12.0,12.0,20.0,1.0,20.0,1.0,20.0,1.0,9.0,0.0,10.0,0.0,8.0,2.0,9.0,1.0,10.0,0.0,6.0,4.0,6.0,4.0,6.0,4.0,6.0,4.0,6.0,2.0,5.0,3.0,6.0,3.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5feb64b3341f42bb63200e36,24,Donna,Secondaria2,italiano,inglese,napoletano,n/a,"spagnolo, francese",BLP,20,15.0,20.0,,20.0,9.0,20.0,,19.0,20.0,20.0,,20.0,0.0,20.0,,20.0,20.0,20.0,,20.0,20.0,20.0,,10.0,1.0,10.0,,10.0,0.0,10.0,,10.0,5.0,0.0,,10.0,10.0,10.0,,10.0,0.0,1.0,,6.0,6.0,6.0,,6.0,5.0,6.0,,6.0,6.0,6.0,,true,true,true,,6.0,5.0,3.0,,6.0,4.0,6.0,,6.0,0.0,6.0,,6.0,0.0,6.0,,6.0,0.0,6.0,,54.026,38.136,54.480000000000004,0.0,54.50000000000001,17.44,33.79,0.0,54.480000000000004,49.94,47.67,0.0,54.480000000000004,9.08,54.480000000000004,0.0,217.48600000000005,114.596,190.42000000000002,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,600e0dadada7da69afc5b3de,21,Man,MinusCollege,Polish,English,German,n/a,n/a,BLP,20,14.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,true,,,,,,,,,,,,,,,,,,,,,,53.118,16.344,7.264,0.0,51.230000000000004,3.2700000000000005,10.9,0.0,54.480000000000004,49.94,20.43,0.0,54.480000000000004,36.32,2.27,0.0,213.30800000000005,105.874,40.864000000000004,0.0,20.0,7.0,17.0,14.0,20.0,0.0,20.0,0.0,20.0,1.0,10.0,0.0,10.0,0.0,9.0,1.0,9.0,1.0,9.0,1.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,3.0,6.0,3.0,4.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,,2.0,,3.0,,2.0,,1.0,,0.0,,0.0,,0.0,
0,600f0f9c3bfcdc077c924e51,23,Woman,College,greek,english,french,n/a,no,BLP,20,14.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,true,,,,,,,,,,,,,,,,,,,,,,42.676,13.166,9.08,0.0,23.98,28.340000000000003,2.18,0.0,52.21,49.94,36.32,0.0,47.67,45.4,40.86,0.0,166.536,136.846,88.44,0.0,20.0,8.0,12.0,6.0,20.0,0.0,20.0,0.0,2.0,1.0,3.0,7.0,2.0,6.0,1.0,9.0,7.0,3.0,9.0,1.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,3.0,3.0,6.0,6.0,6.0,6.0,7.0,,2.0,,0.0,,2.0,,0.0,,0.0,,2.0,,0.0,,0.0,,0.0,,4.0,,5.0,,4.0,,3.0,,3.0,,3.0,,6.0,,6.0,
0,60123adc24c9f126819861b6,21,Man,Masters,Portuguese,English,Spanish,n/a,no,BLP,20,11.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,true,,,,,,,,,,,,,,,,,,,,,,54.480000000000004,14.528,7.718,0.0,39.24,9.81,13.080000000000002,0.0,54.480000000000004,43.13,29.51,0.0,54.480000000000004,29.51,20.43,0.0,202.68,96.97800000000001,70.738,0.0,20.0,9.0,20.0,9.0,20.0,0.0,20.0,0.0,20.0,3.0,5.0,3.0,8.0,2.0,7.0,2.0,8.0,1.0,8.0,1.0,6.0,4.0,6.0,5.0,6.0,6.0,6.0,4.0,6.0,5.0,6.0,3.0,6.0,3.0,6.0,2.0,5.0,,5.0,,0.0,,0.0,,0.0,,2.0,,0.0,,0.0,,1.0,,1.0,,3.0,,4.0,,4.0,,2.0,,2.0,,4.0,,3.0,,0.0,
0,601705a0246e51313e8ed38e,23,Man,MinusCollege,Italian,English,French,n/a,n/a,BLP,20,15.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,true,,,,,,,,,,,,,,,,,,,,,,51.302,16.798000000000002,5.448,0.0,53.410000000000004,1.09,10.9,0.0,54.480000000000004,38.59,11.35,0.0,52.21,43.13,22.7,0.0,211.40200000000002,99.608,50.397999999999996,0.0,20.0,6.0,13.0,13.0,20.0,0.0,20.0,0.0,20.0,3.0,10.0,0.0,10.0,0.0,9.0,1.0,10.0,0.0,10.0,0.0,6.0,4.0,6.0,5.0,6.0,5.0,6.0,3.0,5.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,0.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,,3.0,,0.0,,0.0,,2.0,,3.0,,3.0,,2.0,
0,601951245f481e000980504f,25,Woman,HighSchool,Zulu,English,N/A,N/A,N/A,BLP,20,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,41.768,37.682,0.0,0.0,16.35,38.150000000000006,0.0,0.0,54.480000000000004,54.480000000000004,0.0,0.0,31.78,40.86,0.0,0.0,144.37800000000001,171.17200000000003,0.0,0.0,20.0,14.0,12.0,12.0,20.0,20.0,20.0,20.0,0.0,1.0,6.0,4.0,7.0,3.0,0.0,10.0,2.0,8.0,0.0,10.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,5.0,3.0,3.0,5.0,6.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,601b5c79e845ac360826c9df,22,Man,College,Portuguese,English,n/a,n/a,learned french but i forgot most of it,BLP,20,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,53.572,13.166,0.0,0.0,46.870000000000005,7.630000000000001,0.0,0.0,54.480000000000004,34.05,0.0,0.0,54.480000000000004,20.43,0.0,0.0,209.40200000000004,75.276,0.0,0.0,20.0,12.0,18.0,1.0,20.0,0.0,20.0,0.0,20.0,2.0,8.0,2.0,9.0,1.0,8.0,2.0,8.0,2.0,10.0,0.0,6.0,4.0,6.0,4.0,6.0,4.0,6.0,3.0,6.0,3.0,6.0,2.0,6.0,4.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,601ffb441dc6d959b855eea5,21,Woman,College,Portuguese,English,Spanish,n/a,No,BLP,20,15.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,true,,,,,,,,,,,,,,,,,,,,,,47.67,18.614,4.086,0.0,52.32000000000001,0.0,10.9,0.0,54.480000000000004,31.78,20.43,0.0,54.480000000000004,24.97,22.7,0.0,208.95000000000005,75.364,58.116,0.0,20.0,10.0,20.0,15.0,20.0,0.0,20.0,0.0,5.0,1.0,9.0,0.0,10.0,0.0,9.0,0.0,10.0,0.0,10.0,0.0,6.0,2.0,6.0,4.0,6.0,5.0,6.0,3.0,6.0,2.0,6.0,1.0,6.0,3.0,6.0,5.0,0.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,,2.0,,4.0,,2.0,,1.0,,3.0,,2.0,,4.0,
