"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","rt","response","stimulus","success","item","task","correct_response","correct","target","confound","name"
"html-keyboard-response","10","137574","0.0-7.0-0.3","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">YObADmh</p>","","","","","","","",""
"html-keyboard-response","11","138590","0.0-7.0-0.4","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">BEPOYBO</p>","","","","","","","",""
"html-keyboard-response","12","139592","0.0-7.0-0.5","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">aNYmblLG</p>","","","","","","","",""
"html-keyboard-response","13","140595","0.0-7.0-0.6","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">ZcGdNAld</p>","","","","","","","",""
"html-keyboard-response","14","141611","0.0-7.0-0.7","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">bNdmGlLG</p>","","","","","","","",""
"html-keyboard-response","15","142615","0.0-7.0-0.8","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">hTtBbYBO</p>","","","","","","","",""
"html-keyboard-response","16","143632","0.0-7.0-0.9","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">OEPkDmh</p>","","","","","","","",""
"html-keyboard-response","17","144633","0.0-7.0-0.10","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">aNYmbAld</p>","","","","","","","",""
"html-keyboard-response","18","145636","0.0-7.0-0.11","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">hkRKYBO</p>","","","","","","","",""
"html-keyboard-response","19","146638","0.0-7.0-0.12","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">UYZlZlLG</p>","","","","","","","",""
"html-keyboard-response","20","147640","0.0-7.0-0.13","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">BATOcmCd</p>","","","","","","","",""
"html-keyboard-response","21","148641","0.0-7.0-0.14","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">ZcGdNvcb</p>","","","","","","","",""
"html-keyboard-response","22","149657","0.0-7.0-0.15","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">bNdmGuOAO</p>","","","","","","","",""
"html-keyboard-response","23","150673","0.0-7.0-0.16","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">BEPODmh</p>","","","","","","","",""
"html-keyboard-response","24","151675","0.0-7.0-0.17","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">bYuQAld</p>","","","","","","","",""
"html-keyboard-response","25","152677","0.0-7.0-0.18","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">TbKMECMdP</p>","","","","","","","",""
"html-keyboard-response","26","153678","0.0-7.0-0.19","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">bNdmGkJdr</p>","","","","","","","",""
"html-keyboard-response","27","154681","0.0-7.0-0.20","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">YObAmCd</p>","","","","","","","",""
"html-keyboard-response","28","155682","0.0-7.0-0.21","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">BATOcTbk</p>","","","","","","","",""
"html-keyboard-response","29","156684","0.0-7.0-0.22","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">rGUAYAld</p>","","","","","","","",""
"html-keyboard-response","30","157686","0.0-7.0-0.23","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">MhKdTbk</p>","","","","","","","",""
"html-keyboard-response","31","158689","0.0-7.0-0.24","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">thbOMYBO</p>","","","","","","","",""
"html-keyboard-response","32","159693","0.0-7.0-0.25","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">adYrcAld</p>","","","","","","","",""
"html-keyboard-response","33","160694","0.0-7.0-0.26","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">bYuQlLG</p>","","","","","","","",""
"html-keyboard-response","34","161695","0.0-7.0-0.27","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">YObACMdP</p>","","","","","","","",""
"html-keyboard-response","35","162711","0.0-7.0-0.28","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">UYZlZuOAO</p>","","","","","","","",""
"html-keyboard-response","36","163712","0.0-7.0-0.29","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">DCmhmCd</p>","","","","","","","",""
"html-keyboard-response","37","164729","0.0-7.0-0.30","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">lrZGuOAO</p>","","","","","","","",""
"html-keyboard-response","38","165732","0.0-7.0-0.31","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">uAkrvcb</p>","","","","","","","",""
"html-keyboard-response","39","166749","0.0-7.0-0.32","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">OEPkmCd</p>","","","","","","","",""
"html-keyboard-response","40","167751","0.0-7.0-0.33","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">TbKMETbk</p>","","","","","","","",""
"html-keyboard-response","41","168767","0.0-7.0-0.34","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">hTtBbCMdP</p>","","","","","","","",""
"html-keyboard-response","42","169784","0.0-7.0-0.35","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">UvOGuOAO</p>","","","","","","","",""
"html-keyboard-response","43","170807","0.0-7.0-0.36","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">UYZlZkJdr</p>","","","","","","","",""
"html-keyboard-response","44","171824","0.0-7.0-0.37","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">hkRKCMdP</p>","","","","","","","",""
"html-keyboard-response","45","172826","0.0-7.0-0.38","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">OEPkYBO</p>","","","","","","","",""
"html-keyboard-response","46","173830","0.0-7.0-0.39","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">MhKdDmh</p>","","","","","","","",""
"html-keyboard-response","47","174846","0.0-7.0-0.40","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">adYrcvcb</p>","","","","","","","",""
"html-keyboard-response","48","175862","0.0-7.0-0.41","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">MhKdCMdP</p>","","","","","","","",""
"html-keyboard-response","49","176878","0.0-7.0-0.42","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">DCmhTbk</p>","","","","","","","",""
"html-keyboard-response","50","177880","0.0-7.0-0.43","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">MhKdYBO</p>","","","","","","","",""
"html-keyboard-response","51","178897","0.0-7.0-0.44","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">hkRKTbk</p>","","","","","","","",""
"html-keyboard-response","52","179897","0.0-7.0-0.45","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">UvOGlLG</p>","","","","","","","",""
"html-keyboard-response","53","180899","0.0-7.0-0.46","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">uAkrkJdr</p>","","","","","","","",""
"html-keyboard-response","54","181922","0.0-7.0-0.47","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">lrZGvcb</p>","","","","","","","",""
"html-keyboard-response","55","182938","0.0-7.0-0.48","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">aNYmbkJdr</p>","","","","","","","",""
"html-keyboard-response","56","183940","0.0-7.0-0.49","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">thbOMTbk</p>","","","","","","","",""
"html-keyboard-response","57","184955","0.0-7.0-0.50","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">aNYmbvcb</p>","","","","","","","",""
"html-keyboard-response","58","185971","0.0-7.0-0.51","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">hTtBbmCd</p>","","","","","","","",""
"html-keyboard-response","59","186989","0.0-7.0-0.52","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">uAkrAld</p>","","","","","","","",""
"html-keyboard-response","60","187990","0.0-7.0-0.53","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">rGUAYvcb</p>","","","","","","","",""
"html-keyboard-response","61","189006","0.0-7.0-0.54","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">BATOcYBO</p>","","","","","","","",""
"html-keyboard-response","62","190031","0.0-7.0-0.55","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">TbKMEmCd</p>","","","","","","","",""
"html-keyboard-response","63","191033","0.0-7.0-0.56","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">BEPOTbk</p>","","","","","","","",""
"html-keyboard-response","64","192035","0.0-7.0-0.57","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">rGUAYuOAO</p>","","","","","","","",""
"html-keyboard-response","65","193038","0.0-7.0-0.58","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">ZcGdNlLG</p>","","","","","","","",""
"html-keyboard-response","66","194051","0.0-7.0-0.59","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">lrZGAld</p>","","","","","","","",""
"html-keyboard-response","67","195052","0.0-7.0-0.60","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">bYuQuOAO</p>","","","","","","","",""
"html-keyboard-response","68","196054","0.0-7.0-0.61","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">TbKMEDmh</p>","","","","","","","",""
"html-keyboard-response","69","197069","0.0-7.0-0.62","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">bYuQkJdr</p>","","","","","","","",""
"html-keyboard-response","70","198072","0.0-7.0-0.63","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">UvOGvcb</p>","","","","","","","",""
"html-keyboard-response","71","199075","0.0-7.0-0.64","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">YObAYBO</p>","","","","","","","",""
"html-keyboard-response","72","200091","0.0-7.0-0.65","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">BEPOmCd</p>","","","","","","","",""
"html-keyboard-response","73","201114","0.0-7.0-0.66","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">DCmhDmh</p>","","","","","","","",""
"html-keyboard-response","74","202117","0.0-7.0-0.67","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">thbOMCMdP</p>","","","","","","","",""
"html-keyboard-response","75","203120","0.0-7.0-0.68","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">hTtBbTbk</p>","","","","","","","",""
"html-keyboard-response","76","204122","0.0-7.0-0.69","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">bNdmGAld</p>","","","","","","","",""
"html-keyboard-response","77","205138","0.0-7.0-0.70","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">OEPkCMdP</p>","","","","","","","",""
"html-keyboard-response","78","206154","0.0-7.0-0.71","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">rGUAYlLG</p>","","","","","","","",""
"html-keyboard-response","79","207171","0.0-7.0-0.72","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">BATOcDmh</p>","","","","","","","",""
"html-keyboard-response","80","208174","0.0-7.0-0.73","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">adYrckJdr</p>","","","","","","","",""
"html-keyboard-response","81","209174","0.0-7.0-0.74","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">ZcGdNuOAO</p>","","","","","","","",""
"html-keyboard-response","82","210190","0.0-7.0-0.75","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">thbOMDmh</p>","","","","","","","",""
"html-keyboard-response","83","211206","0.0-7.0-0.76","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">lrZGkJdr</p>","","","","","","","",""
"html-keyboard-response","84","212215","0.0-7.0-0.77","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">UYZlZvcb</p>","","","","","","","",""
"html-keyboard-response","85","213232","0.0-7.0-0.78","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">DCmhCMdP</p>","","","","","","","",""
"html-keyboard-response","86","214245","0.0-7.0-0.79","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">adYrcuOAO</p>","","","","","","","",""
"html-keyboard-response","87","228926","0.0-8.0","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","14680"," ","<p>Ottimo, hai visto il primo blocco di parole. Ora puoi prenderti una piccola pausa.</p>
      <p>Premi la barra quando sei pronta/o per riprendere.</p>","","","","","","","",""
"html-keyboard-response","88","229940","0.0-9.0-0.0","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">UvOGlLG</p>","","","","","","","",""
"html-keyboard-response","89","230942","0.0-9.0-0.1","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">hTtBbTbk</p>","","","","","","","",""
"html-keyboard-response","90","231943","0.0-9.0-0.2","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">ZcGdNvcb</p>","","","","","","","",""
"html-keyboard-response","91","232944","0.0-9.0-0.3","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">lrZGuOAO</p>","","","","","","","",""
"html-keyboard-response","92","233961","0.0-9.0-0.4","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">OEPkYBO</p>","","","","","","","",""
"html-keyboard-response","93","234963","0.0-9.0-0.5","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">uAkrvcb</p>","","","","","","","",""
"html-keyboard-response","94","235964","0.0-9.0-0.6","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">hkRKmCd</p>","","","","","","","",""
"html-keyboard-response","95","236981","0.0-9.0-0.7","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">UYZlZvcb</p>","","","","","","","",""
"html-keyboard-response","96","237998","0.0-9.0-0.8","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">UvOGkJdr</p>","","","","","","","",""
"html-keyboard-response","97","239014","0.0-9.0-0.9","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">adYrcAld</p>","","","","","","","",""
"html-keyboard-response","98","240037","0.0-9.0-0.10","5cf14e1eb4397d0001f94e20","64afc2c9a8732ea92db0087d","64aff80e8313b9d00148948c","null","null","<p style=""font-size: 60px; font-family: BACS"">thbOMDmh</p>","","","","","","","",""
